PROSPECTID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,AGE,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,MARITALSTATUS_Single,EDUCATION_GRADUATE,EDUCATION_OTHERS,EDUCATION_POST-GRADUATE,EDUCATION_PROFESSIONAL,EDUCATION_SSC,EDUCATION_UNDER GRADUATE,GENDER_M,last_prod_enq2_CC,last_prod_enq2_ConsumerLoan,last_prod_enq2_HL,last_prod_enq2_PL,last_prod_enq2_others,first_prod_enq2_CC,first_prod_enq2_ConsumerLoan,first_prod_enq2_HL,first_prod_enq2_PL,first_prod_enq2_others,Approved_Flag_P2,Approved_Flag_P3,Approved_Flag_P4
46641,18,15,3,1,0,0.056,0.0,0.167,0.833,1,0,0.056,0.0,1,0,1,0,14,0,2,14,4,1,139,5,484,35,2,34,900,900,4,10,6,900,900,34,34,0,0,0,0,0,0,0,0,0,0,0,0,900,9,0,0,0,2,2,2,2,7,7,7,47,18000,101,0.167,1.0,0.87,1.0,1,0.273,1,1.0,0.0,1.0,0.0,15.582,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
27905,31,23,8,4,4,0.129,0.129,0.258,0.742,5,4,0.161,0.129,0,1,2,6,18,0,3,19,12,1,83,3,45,22,3,5,3,3,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,8,4,4,8,2,2,25,7,6,3,31,32000,35,0.258,0.8,0.805,0.677,1,0.951,1,1.0,1.0,0.25,0.5,15.188,1,0,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
48320,7,4,3,1,1,0.143,0.143,0.429,0.571,2,1,0.286,0.143,1,0,1,0,4,0,2,4,3,0,54,5,108,2,2,1,3,3,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,1,0,1,7,1,1,17,4,3,2,43,60000,223,0.429,0.5,0.724,0.0,1,0.629,1,1.0,0.0,0.143,0.0,8.521,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False
46380,16,9,7,1,0,0.062,0.0,0.438,0.562,4,2,0.25,0.125,0,1,1,9,0,1,3,3,13,1,179,4,43,31,11,7,89,89,0,1,1,0,89,5,4,90,10,24,0,0,0,0,0,0,0,0,0,89,15,3,1,2,7,0,3,83,7,1,1,44,18000,92,0.438,0.25,0.73,0.278,1,0.76,1,0.0,0.5,0.0,0.333,43.02,0,1,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False
31424,4,2,2,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,1,1,0,0,2,0,4,0,103,13,56,15,4,4,9,9,2,2,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,6,0,0,9,1,1,4,3,3,2,37,40000,134,0.5,0.0,0.863,0.941,1,0.84,1,1.0,0.0,0.111,0.0,7.288,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
31641,17,7,10,6,4,0.353,0.235,0.588,0.412,9,5,0.529,0.294,3,2,2,7,0,0,1,2,15,5,91,1,44,35,34,2,26,25,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,25,34,10,1,6,9,1,3,3,17,5,3,29,27000,126,0.588,0.667,0.877,0.926,1,0.868,1,0.333,0.167,0.111,0.1,11.281,0,0,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,True
13940,7,5,2,0,0,0.0,0.0,0.286,0.714,0,1,0.0,0.143,0,1,2,1,0,0,3,1,6,0,72,35,42,34,8,13,120,27,0,4,4,0,60,4,2,0,0,0,0,0,0,0,0,0,0,0,0,27,18,6,0,0,9,0,0,1,1,1,1,30,29000,93,0.286,0.0,0.339,0.0,1,0.394,1,0.0,0.0,0.0,0.0,20.642,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
11598,17,8,9,6,1,0.353,0.059,0.529,0.471,9,1,0.529,0.059,0,2,2,7,4,0,1,6,11,1,61,3,64,23,6,3,58,58,0,1,1,0,26,2,0,7,4,7,0,0,0,0,0,0,0,0,0,26,20,5,1,4,4,1,1,85,11,4,2,29,20000,37,0.529,0.667,0.844,0.83,1,0.99,1,1.0,0.25,0.25,0.2,19.219,1,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
25660,5,0,5,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,2,0,0,0,1,0,5,2,85,16,41,10,10,1,25,25,0,1,1,0,25,0,0,34,4,10,0,0,0,0,0,0,0,0,0,25,2,1,0,0,0,0,0,221,1,0,0,25,35000,102,1.0,0.0,0.862,0.302,1,0.786,1,0.0,0.0,0.0,0.0,12.087,0,0,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
28340,4,1,3,0,0,0.0,0.0,0.75,0.25,0,0,0.0,0.0,0,1,1,0,0,0,2,1,3,0,79,15,42,22,2,7,93,93,1,5,4,93,93,5,2,12,0,0,0,0,0,0,0,0,0,0,0,93,8,2,0,0,5,0,2,301,3,0,0,29,35000,96,0.75,0.0,0.713,0.0,1,0.802,1,0.0,0.0,0.0,0.0,13.822,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False
37556,3,1,2,0,1,0.0,0.333,0.667,0.333,1,1,0.333,0.333,0,1,1,0,0,0,1,1,2,0,28,11,61,28,3,10,56,26,4,6,2,26,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,2,1,2,2,1,1,2,4,3,2,27,48000,68,0.667,0.0,0.703,0.666,1,0.721,1,1.0,0.5,0.5,0.5,3.069,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
14900,9,4,5,0,0,0.0,0.0,0.556,0.444,1,1,0.111,0.111,0,0,2,0,0,1,5,2,7,1,78,9,39,28,8,8,59,59,0,1,1,0,3,2,0,27,5,11,0,0,0,0,0,0,0,0,0,3,17,2,0,0,13,0,1,283,1,0,0,29,41235,131,0.556,0.0,0.947,0.752,1,0.909,1,0.0,0.0,0.0,0.0,19.293,0,1,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False
2476,16,11,5,3,2,0.188,0.125,0.312,0.688,3,2,0.188,0.125,1,1,1,1,10,0,1,13,3,2,41,3,55,35,3,8,79,29,1,3,2,18,20,2,1,17,4,10,0,0,0,0,0,0,0,0,0,18,9,2,0,0,5,1,3,15,3,1,1,32,48000,224,0.312,1.0,0.728,0.888,1,0.689,1,0.333,0.0,0.2,0.0,8.733,1,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False
10527,11,4,7,0,1,0.0,0.091,0.636,0.364,2,2,0.182,0.182,0,1,3,5,0,0,2,1,10,0,59,9,47,16,7,3,6,6,0,2,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,1,1,1,0,0,24,1,1,1,36,26000,98,0.636,0.0,0.578,0.852,1,0.671,1,0.0,1.0,0.0,0.25,12.302,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
2054,4,0,4,0,0,0.0,0.0,1.0,0.0,3,0,0.75,0.0,0,0,1,2,0,0,1,0,4,0,18,8,96,14,3,2,3,3,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,2,1,1,2,1,2,21,10,6,2,38,16500,125,1.0,0.0,0.808,0.772,1,0.978,1,0.5,1.0,0.5,0.5,7.928,0,0,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,False
14752,29,18,11,3,3,0.103,0.103,0.379,0.621,8,6,0.276,0.207,2,3,1,20,0,1,4,4,25,0,54,2,52,29,2,24,89,60,4,10,6,30,89,6,1,14,0,0,0,0,0,0,0,0,0,0,0,28,49,7,1,4,9,3,5,62,17,8,6,33,50000,125,0.379,0.375,0.741,0.0,1,1.044,1,0.6,0.25,0.333,0.143,8.95,0,1,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
25883,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,1,0,0,0,1,0,2,0,30,16,78,12,1,7,29,29,4,6,2,29,29,0,0,11,4,10,0,0,0,0,0,0,0,0,0,3,7,4,1,1,2,0,0,88,2,2,1,42,30000,129,1.0,0.0,0.608,0.0,1,0.623,1,0.0,1.0,0.0,0.25,17.069,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
21580,4,2,2,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,2,0,0,0,2,0,4,0,79,35,55,35,35,1,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,2,0,0,2,0,0,1059,0,0,0,35,48000,129,0.5,0.0,0.47,0.047,1,0.552,1,0.0,0.0,0.0,0.0,4.972,0,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
5099,11,6,5,0,2,0.0,0.182,0.455,0.545,1,2,0.091,0.182,0,0,1,4,3,0,1,4,7,2,74,8,50,13,9,7,77,27,0,5,5,0,77,2,1,0,0,0,0,0,0,0,0,0,0,0,0,16,8,1,0,0,4,0,2,78,4,1,1,29,30000,30,0.455,0.0,0.523,0.0,1,0.793,1,0.0,0.0,0.0,0.0,5.819,1,0,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
26560,9,4,5,0,0,0.0,0.0,0.556,0.444,3,1,0.333,0.111,2,3,1,0,0,0,1,6,3,4,67,7,40,7,3,3,30,30,2,3,1,30,30,0,0,27,0,0,0,0,0,0,0,0,0,0,0,30,9,2,0,1,1,0,1,224,3,0,0,30,28500,120,0.556,0.0,0.797,1.0,1,0.701,1,0.0,0.0,0.0,0.0,2.617,0,0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False
18185,8,4,4,1,0,0.125,0.0,0.5,0.5,3,0,0.375,0.0,1,2,2,3,0,0,1,2,6,0,86,2,26,30,1,12,240,90,1,1,0,3,3,8,7,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,1,2,4,1,4,51,7,2,1,27,400000,66,0.5,0.333,0.823,0.461,1,1.0,1,0.25,0.5,0.25,0.25,1.077,0,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
35341,6,2,4,2,0,0.333,0.0,0.667,0.333,2,0,0.333,0.0,0,0,3,0,0,0,3,0,6,0,34,4,43,33,1,22,144,114,3,3,0,144,144,14,9,29,9,20,0,0,0,0,0,0,0,0,0,114,22,14,6,11,2,1,1,3,14,9,3,29,33000,116,0.667,1.0,0.817,1.0,1,0.805,1,1.0,0.545,0.5,0.429,15.822,0,0,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,True
2063,17,5,12,4,0,0.235,0.0,0.706,0.294,7,1,0.412,0.059,2,3,2,9,0,0,2,3,14,1,48,2,36,27,27,1,30,30,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,30,50,10,1,1,16,2,6,43,19,10,5,27,22000,107,0.706,0.571,0.718,0.461,1,0.854,1,0.333,1.0,0.125,0.1,14.065,0,0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
1703,3,0,3,1,0,0.333,0.0,1.0,0.0,1,0,0.333,0.0,0,0,1,0,0,0,2,0,3,0,16,3,44,5,4,2,49,25,2,2,0,49,49,1,0,3,3,3,0,0,0,0,0,0,0,0,0,25,4,1,0,0,3,1,2,104,2,1,0,32,30000,65,1.0,1.0,0.892,0.514,1,0.897,1,0.5,0.0,0.333,0.0,37.173,0,0,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False
24596,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,0,1,1,0,0,0,1,1,2,0,45,8,27,17,17,1,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,0,0,0,4,1,3,149,4,2,0,27,22000,65,1.0,0.0,0.291,0.757,1,0.168,1,0.333,0.0,0.25,0.0,10.002,0,0,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False
5500,12,5,7,2,2,0.167,0.167,0.583,0.417,2,2,0.167,0.167,1,3,1,0,0,4,2,8,4,2,229,4,54,19,1,5,26,26,2,4,2,3,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,12,1,0,0,3,1,1,123,2,2,0,49,35000,311,0.583,1.0,0.601,0.368,1,0.952,1,1.0,0.0,0.333,0.0,21.319,0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
46191,11,5,6,3,2,0.273,0.182,0.545,0.455,4,3,0.364,0.273,1,1,2,5,0,0,2,1,10,1,44,2,43,31,2,13,121,3,4,10,6,91,121,6,3,26,0,0,0,0,0,0,0,0,0,0,0,3,11,3,2,2,4,2,4,31,6,4,2,30,80000,27,0.545,0.75,0.955,0.992,1,1.0,1,0.5,1.0,0.5,0.667,9.087,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
50573,8,4,4,1,2,0.125,0.25,0.5,0.5,1,2,0.125,0.25,0,1,3,1,2,0,1,3,5,0,60,5,57,34,1,10,35,6,5,5,0,35,35,1,0,31,4,10,0,0,0,0,0,0,0,0,0,3,19,11,7,7,2,0,0,8,7,7,4,37,35000,152,0.5,1.0,0.638,0.739,1,0.689,1,0.0,1.0,0.0,0.636,10.879,1,0,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
27066,23,18,5,0,0,0.0,0.0,0.217,0.783,0,0,0.0,0.0,0,0,1,0,21,0,1,21,2,0,59,18,48,35,25,4,101,71,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,71,20,9,0,0,10,0,0,4,1,1,1,32,43500,113,0.217,0.0,0.574,0.958,1,0.772,1,0.0,0.0,0.0,0.0,8.611,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
17730,28,10,18,7,4,0.25,0.143,0.643,0.357,10,4,0.357,0.143,4,3,1,11,4,1,1,8,20,7,88,2,16,27,17,2,15,15,0,0,0,0,0,0,0,56,9,18,0,0,0,0,0,0,0,0,0,15,16,0,0,0,3,1,1,6,9,8,4,30,19000,95,0.643,0.7,0.856,0.879,1,0.567,1,1.0,0.0,0.333,0.0,39.329,1,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
49411,6,2,4,1,1,0.167,0.167,0.667,0.333,1,1,0.167,0.167,0,0,2,1,0,1,2,1,5,0,53,4,31,13,12,3,56,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,7,0,1,2,2,2,6,6,4,3,28,32500,63,0.667,1.0,0.598,0.9,1,0.868,1,1.0,0.0,1.0,0.0,3.789,0,1,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
16107,55,39,16,6,7,0.109,0.127,0.291,0.709,10,9,0.182,0.164,6,7,1,0,28,1,4,46,9,14,161,1,28,35,2,19,67,31,5,5,0,61,61,4,2,22,0,1,0,0,0,0,0,0,0,0,0,7,28,2,0,1,5,0,0,172,5,1,0,44,50000,245,0.291,0.6,0.802,0.995,1,0.5,1,0.0,0.0,0.0,0.0,78.38,1,1,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
50123,4,0,4,1,0,0.25,0.0,1.0,0.0,2,0,0.5,0.0,0,0,1,2,0,0,1,0,4,0,18,4,55,15,4,6,3,3,1,3,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,41,6,3,5,19,11,16,17,34,20,9,39,23000,40,1.0,0.5,0.764,1.0,1,0.98,1,0.688,0.6,0.579,0.5,7.209,0,0,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
45704,21,7,14,7,6,0.333,0.286,0.667,0.333,11,7,0.524,0.333,4,0,2,8,0,1,2,1,20,8,35,3,50,2,2,1,3,3,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,3,3,0,0,90,4,1,1,34,36000,120,0.667,0.636,0.766,0.977,1,0.671,1,0.0,0.0,0.0,0.0,18.65,0,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
22016,22,12,10,7,7,0.318,0.318,0.455,0.545,12,8,0.545,0.364,2,2,4,4,11,0,1,13,9,0,179,1,23,30,2,16,80,16,2,6,4,17,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,16,13,2,1,1,3,0,0,74,3,2,1,48,40000,86,0.455,0.583,0.924,0.348,1,0.406,1,0.0,1.0,0.0,0.5,10.424,1,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
9236,11,9,2,1,2,0.091,0.182,0.182,0.818,2,3,0.182,0.273,0,0,1,5,0,0,5,0,11,0,74,6,52,34,20,2,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,1,0,0,6,0,2,54,3,1,1,43,25000,68,0.182,0.5,0.931,0.978,1,0.917,1,0.0,0.0,0.0,0.0,7.746,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False
15012,7,0,7,0,0,0.0,0.0,1.0,0.0,1,0,0.143,0.0,0,1,2,0,0,0,3,1,6,1,65,7,44,11,2,4,47,47,2,4,2,47,47,1,0,21,0,3,0,0,0,0,0,0,0,0,0,47,22,10,0,3,11,0,7,222,10,0,0,24,35000,29,1.0,0.0,0.762,0.463,1,0.873,1,0.0,0.0,0.0,0.0,25.172,0,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
27099,8,6,2,1,2,0.125,0.25,0.25,0.75,1,2,0.125,0.25,0,2,1,0,0,0,5,2,6,0,111,3,53,35,8,8,25,23,0,1,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,3,0,0,8,3,3,1,5,5,2,38,27000,186,0.25,1.0,0.983,0.951,1,0.989,1,1.0,0.0,0.375,0.0,12.414,0,0,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
26866,6,3,3,1,0,0.167,0.0,0.5,0.5,1,0,0.167,0.0,0,2,1,0,0,0,3,2,4,0,86,6,73,33,30,4,57,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14,2,0,0,6,0,2,4,4,2,2,31,35000,53,0.5,1.0,0.709,0.001,1,0.684,1,0.0,0.0,0.0,0.0,5.319,0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
25732,10,4,6,2,0,0.2,0.0,0.6,0.4,5,0,0.5,0.0,2,2,1,3,0,1,2,3,7,1,84,1,50,10,3,2,25,25,1,2,1,25,25,0,0,1,1,1,0,0,0,0,0,0,0,0,0,25,15,1,0,1,3,0,0,127,2,1,0,39,18000,174,0.6,0.4,0.731,0.0,1,1.0,1,0.0,0.0,0.0,0.0,7.492,0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
516,27,18,9,6,9,0.222,0.333,0.333,0.667,15,10,0.556,0.37,0,4,2,11,6,0,2,10,17,2,111,4,16,34,26,8,33,5,0,0,0,0,0,1,0,36,6,12,0,0,0,0,0,0,0,0,0,5,54,6,2,3,10,7,10,2,28,19,9,36,70000,251,0.333,0.4,0.778,0.344,1,0.922,1,0.7,0.667,0.7,0.333,29.974,1,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
4051,9,5,4,0,0,0.0,0.0,0.444,0.556,0,2,0.0,0.222,0,0,2,2,0,0,3,0,9,2,60,13,46,17,7,4,31,31,0,2,2,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,3,0,1,4,0,0,248,1,0,0,31,51900,38,0.444,0.0,0.683,0.747,1,0.673,1,0.0,0.0,0.0,0.0,8.262,0,0,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False
24044,17,11,6,2,1,0.118,0.059,0.353,0.647,2,1,0.118,0.059,0,5,1,0,3,0,4,9,8,4,108,2,53,34,6,25,120,60,0,3,3,0,51,13,6,67,9,23,0,0,0,0,0,0,0,0,0,29,20,1,0,0,7,6,7,6,7,6,4,38,28107,64,0.353,1.0,0.761,0.817,1,0.733,1,0.857,0.0,0.857,0.0,36.172,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
32495,15,4,11,5,1,0.333,0.067,0.733,0.267,8,2,0.533,0.133,2,3,1,8,1,0,2,4,11,0,129,2,34,3,3,1,1,1,1,1,0,1,1,0,0,35,4,10,0,0,0,0,0,0,0,0,0,1,41,14,6,9,9,2,7,4,27,18,13,32,25000,242,0.733,0.625,0.612,0.405,1,0.89,1,0.286,0.667,0.222,0.429,13.512,1,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
48056,7,4,3,0,0,0.0,0.0,0.429,0.571,2,1,0.286,0.143,1,1,1,0,1,1,3,3,4,0,63,8,30,25,13,6,56,26,0,0,0,0,0,1,0,22,0,1,3,0,0,0,0,0,0,0,0,26,17,2,0,0,8,0,4,239,7,0,0,31,38000,50,0.429,0.0,0.886,0.697,1,0.899,1,0.0,0.0,0.0,0.0,14.647,1,1,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False
1676,3,1,2,0,0,0.0,0.0,0.667,0.333,1,0,0.333,0.0,0,0,1,0,0,0,2,0,3,0,145,7,74,11,11,1,29,29,0,1,1,0,29,0,0,12,4,9,0,0,0,0,0,0,0,0,0,29,3,1,0,1,2,0,0,231,1,0,0,40,43000,146,0.667,0.0,0.023,0.701,1,0.007,1,0.0,0.0,0.0,0.0,11.904,0,0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
4226,12,5,7,0,1,0.0,0.083,0.583,0.417,2,1,0.167,0.083,1,2,1,3,1,0,1,4,8,4,85,6,25,8,2,7,26,22,4,7,3,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,3,0,2,6,2,4,12,14,8,8,29,20000,38,0.583,0.0,0.947,0.958,1,0.745,1,0.5,0.0,0.333,0.0,10.19,1,0,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True
49807,29,22,7,4,5,0.138,0.172,0.241,0.759,8,7,0.276,0.241,1,3,1,20,0,0,3,3,26,2,71,2,45,5,5,1,29,29,1,1,0,29,29,0,0,22,4,10,0,0,0,0,0,0,0,0,0,29,23,1,1,1,8,1,1,7,7,3,1,30,21000,155,0.241,0.5,0.792,0.974,1,0.765,1,1.0,1.0,0.125,1.0,9.893,0,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
41708,47,35,12,6,7,0.128,0.149,0.255,0.745,9,10,0.191,0.213,2,1,1,30,11,0,3,13,34,1,80,2,34,24,24,1,4,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,33,9,3,8,11,1,3,6,14,5,3,39,27000,66,0.255,0.667,0.794,2.269,1,0.703,1,0.333,0.375,0.091,0.333,28.454,1,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
404,129,122,7,0,7,0.0,0.054,0.054,0.946,8,17,0.062,0.132,1,2,1,1,122,0,1,126,3,2,97,10,45,35,9,57,166,84,0,7,7,0,84,36,27,3,0,0,0,0,0,0,0,0,0,0,0,21,35,7,3,3,4,2,4,21,13,8,4,28,60000,125,0.054,0.0,0.41,0.827,1,0.841,1,0.5,1.0,0.5,0.429,2.218,1,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
26762,10,5,5,1,2,0.1,0.2,0.5,0.5,2,2,0.2,0.2,0,0,2,4,0,0,4,0,10,0,52,4,57,6,6,1,3,3,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,0,1,7,1,4,142,5,1,0,39,21500,106,0.5,0.5,0.83,0.625,1,0.868,1,0.25,0.0,0.143,0.0,21.808,0,0,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
30436,19,6,13,5,5,0.263,0.263,0.684,0.316,11,5,0.579,0.263,3,1,3,7,0,0,3,4,15,5,39,2,48,3,3,1,11,11,1,1,0,11,11,0,0,33,3,9,0,0,0,0,0,0,0,0,0,11,58,23,3,11,15,4,7,6,32,15,3,27,25000,46,0.684,0.455,0.66,0.51,1,0.942,1,0.571,0.273,0.267,0.13,19.22,0,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
49230,31,21,10,6,2,0.194,0.065,0.323,0.677,8,6,0.258,0.194,4,1,3,6,16,0,1,18,13,4,97,1,58,34,5,7,48,17,1,5,4,3,3,1,0,12,0,0,0,0,0,0,0,0,0,0,0,3,12,1,0,0,2,2,2,3,7,3,1,34,22400,60,0.323,0.75,1.004,1.985,1,0.916,1,1.0,0.0,1.0,0.0,8.539,1,0,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
18403,15,7,8,5,2,0.333,0.133,0.533,0.467,5,3,0.333,0.2,2,2,5,4,0,0,1,2,13,3,147,1,21,35,2,34,900,900,5,10,5,900,900,32,32,0,0,0,0,0,0,0,0,0,0,0,0,900,35,16,1,2,8,3,4,16,8,6,4,42,45000,188,0.533,1.0,1.099,1.46,1,0.623,1,0.75,0.5,0.375,0.062,9.166,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
